UF,Municipio,IBGE,IBGE7,UF,Município,latitude,longitude,Região,População 2010,Porte,BOTULISMO,LEISHMANIOSE VISCERAL,LEISHMANIOSE TEGUMENTAR,FEBRE AMARELA,DENGUE,HEPATITE VIRAL,FEBRE MACULOSA,LEPTOSPIROSE,DOENÇA DE CHAGAS,PICADAS DE COBRAS,ZIKA VÍRUS,FEBRE TIFÓIDE,HANTAVIROSE,MENINGITE,RAIVA
MA,Bacabal,210120,2101202,MA,Bacabal,"-4,22447","-44,7832",Região Nordeste,100014,Grande,0,0,4,0,5,9,0,1,0,77,2,0,0,0,0
MA,Bacabeira,210125,2101251,MA,Bacabeira,"-2,96452","-44,3164",Região Nordeste,14925,Pequeno I,0,0,2,0,26,1,0,0,0,3,2,0,0,0,0
MA,Bacuri,210130,2101301,MA,Bacuri,"-1,6965","-45,1328",Região Nordeste,16604,Pequeno I,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0
MA,Bacurituba,210135,2101350,MA,Bacurituba,"-2,71","-44,7329",Região Nordeste,5293,Pequeno I,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SP,Bady Bassitt,350460,3504602,SP,Bady Bassitt,"-20,9197","-49,4385",Região Sudeste,14603,Pequeno I,0,0,0,0,94,1,0,0,0,97,23,0,0,0,0
MG,Baependi,310490,3104908,MG,Baependi,"-21,957","-44,8874",Região Sudeste,18307,Pequeno I,0,0,0,0,228,5,0,2,0,43,0,0,0,0,0
RS,Bagé,430160,4301602,RS,Bagé,"-31,3297","-54,0999",Região Sul,116794,Grande,0,0,0,0,0,221,0,0,0,9,0,0,0,0,0
PA,Bagre,150110,1501105,PA,Bagre,"-1,90057","-50,1987",Região Norte,23864,Pequeno II,0,0,33,0,2,0,0,0,6,50,0,0,0,0,0
PB,Baía da Traição,250140,2501401,PB,Baía da Traição,"-6,69209","-34,9381",Região Nordeste,8012,Pequeno I,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
RN,Baía Formosa,240140,2401404,RN,Baía Formosa,"-6,37161","-35,0033",Região Nordeste,8573,Pequeno I,0,0,0,0,21,0,0,0,0,84,11,0,0,0,0
BA,Baianópolis,290250,2902500,BA,Baianópolis,"-12,3016","-44,5388",Região Nordeste,13850,Pequeno I,0,0,0,0,17,0,0,0,0,111,0,0,0,0,0
PA,Baião,150120,1501204,PA,Baião,"-2,79021","-49,6694",Região Norte,36882,Pequeno II,0,1,12,0,0,1,0,0,1,39,0,0,0,0,0
BA,Baixa Grande,290260,2902609,BA,Baixa Grande,"-11,9519","-40,169",Região Nordeste,20060,Pequeno II,0,0,0,0,79,2,0,0,0,85,0,0,0,0,0
PI,Baixa Grande do Ribeiro,220115,2201150,PI,Baixa Grande do Ribeiro,"-7,84903","-45,219",Região Nordeste,10516,Pequeno I,0,0,1,0,41,0,0,0,0,8,3,0,0,0,0
CE,Baixio,230180,2301802,CE,Baixio,"-6,71945","-38,7134",Região Nordeste,6026,Pequeno I,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
ES,Baixo Guandu,320080,3200805,ES,Baixo Guandu,"-19,5213","-41,0109",Região Sudeste,29081,Pequeno II,0,1,3,0,0,14,0,1,0,0,16,0,0,0,0
SP,Balbinos,350470,3504701,SP,Balbinos,"-21,8963","-49,3619",Região Sudeste,3702,Pequeno I,0,0,0,0,0,53,0,0,0,1,0,0,0,0,0
MG,Baldim,310500,3105004,MG,Baldim,"-19,2832","-43,9613",Região Sudeste,7913,Pequeno I,0,0,1,0,4,0,0,0,0,26,2,0,0,0,0
GO,Baliza,520310,5203104,GO,Baliza,"-16,1966","-52,5393",Região Centro-Oeste,3714,Pequeno I,0,0,32,0,25,0,0,0,0,1,0,0,0,0,0
